random_uniform,0.0,SGD,0.9170833230018616
random_uniform,0.0,Adam,0.9379166960716248
random_uniform,0.0,RMSprop,0.9329166412353516
random_uniform,0.0,Adagrad,0.8525833487510681
random_uniform,0.2,SGD,0.9043333530426024
random_uniform,0.2,Adam,0.93066668510437
random_uniform,0.2,RMSprop,0.934416651725769
random_uniform,0.2,Adagrad,0.8350833058357239
random_uniform,0.5,SGD,0.09483333677053453
random_uniform,0.5,Adam,0.09483333677053453
random_uniform,0.5,RMSprop,0.09483333677053453
random_uniform,0.5,Adagrad,0.09483333677053453
glorot_normal,0.0,SGD,0.9318333268165588
glorot_normal,0.0,Adam,0.9400833249092102
glorot_normal,0.0,RMSprop,0.9392499923706056
glorot_normal,0.0,Adagrad,0.8690000176429749
glorot_normal,0.2,SGD,0.9228333234786988
glorot_normal,0.2,Adam,0.9304999709129332
glorot_normal,0.2,RMSprop,0.9309999942779541
glorot_normal,0.2,Adagrad,0.8616666793823242
glorot_normal,0.5,SGD,0.09483333677053453
glorot_normal,0.5,Adam,0.09483333677053453
glorot_normal,0.5,RMSprop,0.09483333677053453
glorot_normal,0.5,Adagrad,0.09483333677053453
random_normal,0.0,SGD,0.9214166402816772
random_normal,0.0,Adam,0.9414166808128356
random_normal,0.0,RMSprop,0.9352499842643738
random_normal,0.0,Adagrad,0.8370000123977661
random_normal,0.2,SGD,0.9077500104904176
random_normal,0.2,Adam,0.9298333525657654
random_normal,0.2,RMSprop,0.9299166798591614
random_normal,0.2,Adagrad,0.8188333511352539
random_normal,0.5,SGD,0.09483333677053453
random_normal,0.5,Adam,0.09483333677053453
random_normal,0.5,RMSprop,0.09483333677053453
random_normal,0.5,Adagrad,0.09483333677053453
zeros,0.0,SGD,0.20475000143051147
zeros,0.0,Adam,0.2135833352804184
zeros,0.0,RMSprop,0.21175000071525574
zeros,0.0,Adagrad,0.21141666173934934
zeros,0.2,SGD,0.20983333885669708
zeros,0.2,Adam,0.11341666430234908
zeros,0.2,RMSprop,0.2140000015497208
zeros,0.2,Adagrad,0.203166663646698
zeros,0.5,SGD,0.09483333677053453
zeros,0.5,Adam,0.09483333677053453
zeros,0.5,RMSprop,0.09483333677053453
zeros,0.5,Adagrad,0.09483333677053453
